ModelId,BrandName,ModelName,Exclude,CarType
8743,TERBERG-BENSCHOP,YT,,Г
14682,TROLIGA BUS,FENIX,,А
14684,TROLIGA BUS,LEONIS,,А
14683,TROLIGA BUS,PEGASUS,,А
14685,TROLIGA BUS,SIRIUS,,А
37917,UD TRUCKS,CRONER,,Г
37905,UD TRUCKS,QUESTER,,Г
37914,UD TRUCKS,QUON,,Г
10482,URALAZ,Serie 4320,,Г
14214,VALTRA,A SERIES,,C
14215,VALTRA,N SERIES,,C
14216,VALTRA,S SERIES,,C
14217,VALTRA,T SERIES,,C
36631,VAN HOOL,ACRON,,A
36634,VAN HOOL,ALICRON,,A
36630,VAN HOOL,ALTANO,,A
913,VAN HOOL,A-Serie,,A
36642,VAN HOOL,ASTROMEGA,,A
36632,VAN HOOL,ASTRON,,A
36643,VAN HOOL,ASTRONEF,,A
37772,VAN HOOL,EOS,,A
38263,VAN HOOL,EX-Series,,A
37758,VAN HOOL,Serie 9,,A
1509,VAN HOOL,T-Serie,,A
37810,VDL,Citea,,A
38264,VDL,Futura,,A
37817,VDL,Jonkheere,,A
11074,VISEON,C Series,1,
11088,VISEON,L Series,1,
8163,VOLVO,7700,,A
37094,VOLVO,7900,,A
8513,VOLVO,8500,,A
8515,VOLVO,8700,,A
37096,VOLVO,8900,,A
37097,VOLVO,9500,,A
5069,VOLVO,9700,,A
5070,VOLVO,9900,,A
2885,VOLVO,A-Series,,Г
5030,VOLVO,B 10,,А
14690,VOLVO,B11R,,А
5029,VOLVO,B 12,,А
5032,VOLVO,B 6,,А
5031,VOLVO,B 7,,А
8514,VOLVO,B 9,,А
4188,VOLVO,F 10,,Г
4189,VOLVO,F 12,,Г
4190,VOLVO,F 16,,Г
4340,VOLVO,F 4,,Г
4342,VOLVO,F 6,,Г
4344,VOLVO,F 7,,Г
4832,VOLVO,F 80,,Г
5554,VOLVO,FE,,Г
11872,VOLVO,FE II,,Г
5553,VOLVO,FH,,Г
4092,VOLVO,FH 12,,Г
4139,VOLVO,FH 16,,Г
11871,VOLVO,FH 16 II,,Г
11869,VOLVO,FH II,,Г
5125,VOLVO,FL,,Г
4183,VOLVO,FL 10,,Г
4185,VOLVO,FL 12,,Г
4345,VOLVO,FL 4,,Г
4175,VOLVO,FL 6,,Г
4184,VOLVO,FL 7,,Г
1923,VOLVO,FLC,,Г
5555,VOLVO,FL II,,Г
11864,VOLVO,FL III,,Г
5552,VOLVO,FM,,Г
4829,VOLVO,FM 10,,Г
4140,VOLVO,FM 12,,Г
4093,VOLVO,FM 7,,Г
4972,VOLVO,FM 9,,Г
9728,VOLVO,FMX,,Г
14385,VOLVO,FMX II,,Г
4828,VOLVO,FS 7,,Г
5027,VOLVO,N 10,,Г
5028,VOLVO,N 7,,Г
4827,VOLVO,NH 12,,Г
13816,VOLVO,VM,,Г
7874,VW,Constellation,,Г
7894,VW,Delivery,,Г
4811,VW,L 80,,Г
7875,VW,Volksbus,,А
7890,VW,Worker,,А
14574,WEITUO,AOYE,,С
14596,WEITUO,SWT,,С
11051,YAGMUR,Agriform,,С
13778,ZETOR,Antar,,С
13641,ZETOR,Forterra,,С
13736,ZETOR,Major,,С
13642,ZETOR,Proxima,,С
