ModelId,BrandName,ModelName,Exclude,CarType
3449,FORD,"FIESTA Фургон (F3L, F5L)",,Л
3388,FORD,FIESTA Фургон (FVD),,Л
1517,FORD,"FIESTA Фургон (J5_, J3_)",,Л
4051,FORD,FIESTA Фургон (JV_),,Л
2056,FORD,FIESTA Фургон (WFVT),,Л
3588,FORD,"FOCUS (DAW, DBW)",,Л
5056,FORD,FOCUS C-MAX,,Л
5210,FORD,"FOCUS II (DA_, HCP, DP)",,Л
9155,FORD,FOCUS III,,Л
9157,FORD,FOCUS III Turnier,,Л
9156,FORD,FOCUS III седан,,Л
5397,FORD,"FOCUS II Turnier (DA_, FFS, DS)",,Л
5561,FORD,FOCUS II Кабриолет,,Л
5454,FORD,"FOCUS II седан (DB_, FCH, DH)",,Л
3589,FORD,FOCUS Turnier (DNW),,Л
3590,FORD,FOCUS седан (DFW),,Л
38849,FORD,FOCUS Фургон/универсал (DNW),,Л
4885,FORD,FUSION (JU_),,Л
13969,FORD,GALAXY (CK),,Л
1317,FORD,GALAXY (WGR),,Л
5541,FORD,GALAXY (WM),,Л
79,FORD,"GRANADA (GGTL, GGFL)",,Л
514,FORD,GRANADA (GU),,Л
1688,FORD,GRANADA Turnier (GGNL),,Л
518,FORD,GRANADA Turnier (GNU),,Л
1687,FORD,GRANADA купе (GGCL),,Л
8996,FORD,"GRAND C-MAX (DXA/CB7, DXA/CEU)",,Л
5146,FORD,GT,,Л
37789,FORD,GT,,Л
1572,FORD,KA (RB_),,Л
8000,FORD,KA (RU8),,Л
13141,FORD,KA+,,Л
7367,FORD,KUGA I,,Л
11097,FORD,KUGA II (DM2),,Л
4641,FORD,MAVERICK,,Л
1310,FORD,"MAVERICK (UDS, UNS)",,Л
284,FORD,MONDEO I (GBP),,Л
1573,FORD,MONDEO II (BAP),,Л
4725,FORD,MONDEO III (B5Y),,Л
4726,FORD,MONDEO III Turnier (BWY),,Л
4721,FORD,MONDEO III седан (B4Y),,Л
1574,FORD,MONDEO II Turnier (BNP),,Л
3487,FORD,MONDEO II седан (BFP),,Л
292,FORD,MONDEO I Turnier (BNP),,Л
6238,FORD,MONDEO IV (BA7),,Л
6239,FORD,MONDEO IV Turnier (BA7),,Л
6237,FORD,MONDEO IV седан (BA7),,Л
3447,FORD,MONDEO I седан (GBP),,Л
13127,FORD,MONDEO V Turnier (CF),,Л
13128,FORD,MONDEO V Наклонная задняя часть (CE),,Л
13129,FORD,MONDEO V седан (CD),,Л
368,FORD,ORION I (AFD),,Л
373,FORD,ORION II (AFF),,Л
378,FORD,ORION III (GAL),,Л
4550,FORD,P 100 I,,Л
4549,FORD,P 100 II,,Л
3961,FORD,PUMA (EC_),,Л
4509,FORD,"RANGER (ER, EQ, R_)",,Л
9028,FORD,RANGER (ET),,Л
9853,FORD,RANGER (TKE),,Л
218,FORD,"SCORPIO I (GAE, GGE)",,Л
1315,FORD,"SCORPIO II (GFR, GGR)",,Л
1316,FORD,"SCORPIO II Turnier (GNR, GGR)",,Л
3446,FORD,SCORPIO I Turnier (GGE),,Л
223,FORD,SCORPIO I седан (GGE),,Л
246,FORD,"SIERRA (GBG, GB4)",,Л
256,FORD,SIERRA Turnier (BNC),,Л
260,FORD,SIERRA Turnier (BNG),,Л
241,FORD,"SIERRA Наклонная задняя часть (GBC, GBG)",,Л
251,FORD,SIERRA Наклонная задняя часть (GBC),,Л
13884,FORD,S-MAX (CJ),,Л
5542,FORD,S-MAX (WS),,Л
4934,FORD,STREET KA (RL2),,Л
360,FORD,TAUNUS ´80 Turnier (GBNS),,Л
1644,FORD,TAUNUS '51,,Л
341,FORD,"TAUNUS '80 (GBS, GBNS)",,Л
3492,FORD,TAUNUS (GBFK),,Л
346,FORD,TAUNUS (GBTK),,Л
351,FORD,"TAUNUS (GBTS, GBFS, CBTS)",,Л
1645,FORD,TAUNUS 12M,,Л
1649,FORD,TAUNUS 12M (11G),,Л
1650,FORD,TAUNUS 12M (12G),,Л
1646,FORD,TAUNUS 12M (P4),,Л
3583,FORD,TAUNUS 12M Turnier,,Л
3489,FORD,TAUNUS 12M Turnier (15G),,Л
1648,FORD,TAUNUS 12M Turnier (P4),,Л
1651,FORD,TAUNUS 12M купе (13G),,Л
1647,FORD,TAUNUS 12M купе (P4),,Л
1652,FORD,TAUNUS 15M,,Л
1653,FORD,TAUNUS 15M (21G),,Л
1654,FORD,TAUNUS 15M (22G),,Л
3963,FORD,TAUNUS 15M (28G),,Л
1656,FORD,TAUNUS 15M (29G),,Л
3962,FORD,TAUNUS 15M Turnier (25G),,Л
1655,FORD,TAUNUS 15M купе (23G),,Л
1662,FORD,TAUNUS 17M,,Л
1666,FORD,TAUNUS 17M (21),,Л
1667,FORD,TAUNUS 17M (31F),,Л
1668,FORD,TAUNUS 17M (32F),,Л
1664,FORD,TAUNUS 17M (P3),,Л
1663,FORD,TAUNUS 17M Turnier,,Л
3964,FORD,TAUNUS 17M Turnier (21),,Л
1670,FORD,TAUNUS 17M Turnier (35F),,Л
1671,FORD,TAUNUS 17M Turnier (36F),,Л
3490,FORD,TAUNUS 17M Turnier (P3),,Л
1669,FORD,TAUNUS 17M купе (33F),,Л
1665,FORD,TAUNUS 17M купе (P3),,Л
1672,FORD,TAUNUS 20M,,Л
1674,FORD,TAUNUS 20M (41F),,Л
1675,FORD,TAUNUS 20M (42F),,Л
1673,FORD,TAUNUS 20M Turnier,,Л
3965,FORD,TAUNUS 20M Turnier (46F),,Л
3491,FORD,TAUNUS 20M XL (51F),,Л
1677,FORD,TAUNUS 20M XL (52F),,Л
1678,FORD,TAUNUS 20M XL купе (53F),,Л
1676,FORD,TAUNUS 20M купе (43F),,Л
1679,FORD,TAUNUS 26M XL (52F),,Л
1680,FORD,TAUNUS 26M XL купе (53F),,Л
1682,FORD,TAUNUS Turnier (GBNK),,Л
355,FORD,TAUNUS Turnier (GBNS),,Л
1681,FORD,TAUNUS купе (GBCK),,Л
4933,FORD,TOURNEO CONNECT,,Л
11574,FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT Kombi,,Л
11948,FORD,TOURNEO COURIER Kombi,,Л
11094,FORD,TOURNEO CUSTOM автобус,,Л
1689,FORD,TRANSIT '55- автобус,,Л
1752,FORD,TRANSIT '55- Фургон,,Л
4948,FORD,"TRANSIT CONNECT (P65_, P70_, P80_)",,Л
11619,FORD,TRANSIT CONNECT универсал,,Л
11573,FORD,TRANSIT CONNECT Фургон,,Л
11947,FORD,TRANSIT COURIER Kombi,,Л
11946,FORD,TRANSIT COURIER Фургон,,Л
11096,FORD,TRANSIT CUSTOM автобус,,Л
11095,FORD,TRANSIT CUSTOM Фургон,,Л
11954,FORD,TRANSIT c бортовой платформой/ходовая часть,,Л
4066,FORD,TRANSIT c бортовой платформой/ходовая часть (74E),,Л
2024,FORD,TRANSIT c бортовой платформой/ходовая часть (E_ _),,Л
2044,FORD,TRANSIT c бортовой платформой/ходовая часть (E_ _),,Л
4622,FORD,"TRANSIT c бортовой платформой/ходовая часть (FM_ _, FN_ _)",,Л
5573,FORD,"TRANSIT c бортовой платформой/ходовая часть (FM_ _, FN_ _)",,Л
2022,FORD,TRANSIT c бортовой платформой/ходовая часть (T_ _),,Л
2023,FORD,TRANSIT c бортовой платформой/ходовая часть (V_ _),,Л
5574,FORD,TRANSIT TOURNEO,,Л
7590,FORD,TRANSIT TOURNEO,,Л
38762,FORD,TRANSIT TOURNEO (FC_ _),,Л
11952,FORD,TRANSIT автобус,,Л
432,FORD,"TRANSIT автобус (72E, 73E)",,Л
1483,FORD,TRANSIT автобус (E_ _),,Л
3969,FORD,TRANSIT автобус (E_ _),,Л
4620,FORD,"TRANSIT автобус (FD_ _, FB_ _, FS_ _, FZ_ _, FC_ _)",,Л
5571,FORD,"TRANSIT автобус (FD_ _, FB_ _, FS_ _, FZ_ _, FC_ _)",,Л
444,FORD,TRANSIT автобус (T_ _),,Л
1690,FORD,TRANSIT автобус (V_ _),,Л
11953,FORD,TRANSIT Фургон,,Л
1747,FORD,"TRANSIT Фургон (72E, 71E)",,Л
1748,FORD,TRANSIT Фургон (81E),,Л
1751,FORD,TRANSIT Фургон (E_ _),,Л
2043,FORD,TRANSIT Фургон (E_ _),,Л
4621,FORD,TRANSIT Фургон (FA_ _),,Л
5572,FORD,TRANSIT Фургон (FA_ _),,Л
1750,FORD,TRANSIT Фургон (T_ _),,Л
1776,FORD,TRANSIT Фургон (V_ _),,Л
4312,FORD OTOSAN,ANADOL,,Л
4313,FORD OTOSAN,ANADOL Estate,,Л
4314,FORD OTOSAN,TAUNUS,,Л
3518,FORD USA,AEROSTAR,,Л
31403,FORD USA,AEROSTAR Mini Cargo Van,,Л
6262,FORD USA,BRONCO,,Л
3519,FORD USA,BRONCO II,,Л
7438,FORD USA,ECONOLINE Фургон,,Л
11337,FORD USA,ECONOLINE Фургон,,Л
13596,FORD USA,EDGE,,Л
10912,FORD USA,EDGE (U387),,Л
10889,FORD USA,ESCAPE,,Л
7440,FORD USA,E SERIES автобус,,Л
7441,FORD USA,E SERIES Фургон,,Л
6824,FORD USA,EXCURSION,,Л
6307,FORD USA,EXPEDITION,,Л
6826,FORD USA,EXPLORER,,Л
10234,FORD USA,EXPLORER,,Л
2019,FORD USA,EXPLORER (U2),,Л
10958,FORD USA,EXPLORER (U251),,Л
10959,FORD USA,EXPLORER (UN46),,Л
31501,FORD USA,EXPLORER SPORT TRAC Crew Cab Pickup,,Л
36542,FORD USA,EXPLORER SPORT TRAC Пикап,,Л
11334,FORD USA,F-100,,Л
6827,FORD USA,F-150,,Л
6828,FORD USA,F-150,,Л
35286,FORD USA,F-150 Standard Cab Pickup,,Л
11678,FORD USA,F-350 Crew Cab Pickup,,Л
35302,FORD USA,F-350 Standard Cab Pickup,,Л
10800,FORD USA,F-350 SUPER DUTY Standard Cab Pickup,,Л
11351,FORD USA,F-450 SUPER DUTY,,Л
5634,FORD USA,MUSTANG Convertible,,Л
13371,FORD USA,MUSTANG Convertible,,Л
1917,FORD USA,MUSTANG Convertible (C),,Л
5633,FORD USA,MUSTANG купе,,Л
13370,FORD USA,MUSTANG купе,,Л
1916,FORD USA,MUSTANG купе (C),,Л
4602,FORD USA,PROBE I,,Л
2020,FORD USA,PROBE II (ECP),,Л
7541,FORD USA,TAURUS,,Л
11349,FORD USA,TAURUS,,Л
1918,FORD USA,TAURUS (P5_),,Л
1919,FORD USA,TAURUS Wagon (P5_),,Л
7448,FORD USA,TAURUS универсал,,Л
35320,FORD USA,TAURUS универсал,,Л
1920,FORD USA,WINDSTAR (A3),,Л
3856,FSO,125P,,Л
3857,FSO,125P универсал,,Л
3858,FSO,126P,,Л
3859,FSO,127P,,Л
3860,FSO,132P,,Л
3861,FSO,POLONEZ I,,Л
3862,FSO,POLONEZ II,,Л
3876,FSO,POLONEZ III,,Л
3877,FSO,POLONEZ III седан,,Л
37119,FSO,POLONEZ универсал,,Л
13920,GASGAS MOTORCYCLES,EC,,М
14282,GASGAS MOTORCYCLES,RANDONNE,,М
14281,GASGAS MOTORCYCLES,TXT,,М
36959,GAZ,69,,Г
5637,GAZ,GAZELLE c бортовой платформой/ходовая часть,,А
11299,GAZ,GAZELLE c бортовой платформой/ходовая часть,,А
11765,GAZ,GAZELLE NEXT c бортовой платформой/ходовая часть,,А
11763,GAZ,GAZELLE NEXT автобус,,А
11764,GAZ,GAZELLE NEXT Фургон,,А
5635,GAZ,GAZELLE автобус,,А
11297,GAZ,GAZELLE автобус,,А
5636,GAZ,GAZELLE Фургон,,А
11298,GAZ,GAZELLE Фургон,,А
13577,GAZ,SOBOL (2217) автобус,,А
13576,GAZ,SOBOL (2310) c бортовой платформой/ходовая часть,,А
13578,GAZ,SOBOL (2752) Фургон,,А
10353,GAZ,VALDAJ,,Г
9607,GAZ,VOLGA,,Л
38684,GAZ,VOLGA,,Л
5595,GAZ,VOLGA (3102),,Л
13467,GAZ,VOLGA SIBER,,Л
9608,GAZ,VOLGA универсал,,Л
38683,GAZ,VOLGA универсал,,Л
5596,GAZ,VOLGA универсал (3102),,Л
36503,GEELY,Atlas (MR6453),,Л
5471,GEELY,BL купе,,Л
5472,GEELY,CK седан,,Л
14143,GEELY,EMGRAND GT,,Л
12775,GEELY,GC2,,Л
14826,GEELY,GC6,,Л
6955,GEELY,HAOQING,,Л
7010,GEELY,HISOON Наклонная задняя часть,,Л
7016,GEELY,HISOON седан,,Л
5467,GEELY,HQ Sedan,,Л
5468,GEELY,HQ SRV,,Л
5466,GEELY,HQ Наклонная задняя часть,,Л
7017,GEELY,MARINDO,,Л
7018,GEELY,MEIRI,,Л
10570,GEELY,MK Наклонная задняя часть,,Л
10569,GEELY,MK седан,,Л
14822,GEELY,MK седан,,Л
5470,GEELY,MR Sedan,,Л
5469,GEELY,MR Наклонная задняя часть,,Л
5473,GEELY,PU,,Л
11431,GEELY,SC7 седан,,Л
7019,GEELY,URBAN NANNY,,Л
7020,GEELY,VISION,,Л
38450,GENERIC MOTORCYCLES,IDEO,,М
36494,GENERIC MOTORCYCLES,RACE,,М
38451,GENERIC MOTORCYCLES,ROC,,М
36495,GENERIC MOTORCYCLES,SOHO,,М
36493,GENERIC MOTORCYCLES,TR,,М
36492,GENERIC MOTORCYCLES,TRIGGER,,М
14939,GENERIC MOTORCYCLES,XOR,,М
36496,GENERIC MOTORCYCLES,ZION,,М
37156,GENESIS,G90,,Л
4331,GEO,METRO,,Л
4333,GEO,METRO Кабриолет,,Л
4332,GEO,METRO седан,,Л
4334,GEO,STORM купе,,Л
4336,GEO,STORM купе,,Л
4335,GEO,STORM Наклонная задняя часть,,Л
4337,GEO,STORM Наклонная задняя часть,,Л
4338,GEO,TRACKER Cabrio,,Л
4339,GEO,TRACKER Station Wagon,,Л
12195,GILERA MOTORCYCLES,250,,М
12196,GILERA MOTORCYCLES,350,,М
12197,GILERA MOTORCYCLES,500,,М
12198,GILERA MOTORCYCLES,600,,М
12199,GILERA MOTORCYCLES,COGUAR,,М
12200,GILERA MOTORCYCLES,DNA,,М
12201,GILERA MOTORCYCLES,EAGLET,,М
12202,GILERA MOTORCYCLES,EC,,М
12203,GILERA MOTORCYCLES,FUOCO,,М
12204,GILERA MOTORCYCLES,GP,,М
12205,GILERA MOTORCYCLES,GSM,,М
12206,GILERA MOTORCYCLES,ICE,,М
12207,GILERA MOTORCYCLES,NEXUS,,М
12208,GILERA MOTORCYCLES,RC,,М
13536,GILERA MOTORCYCLES,RCR,,М
12209,GILERA MOTORCYCLES,RUNNER,,М
12210,GILERA MOTORCYCLES,RV,,М
12211,GILERA MOTORCYCLES,RX,,М
12212,GILERA MOTORCYCLES,STALKER,,М
12213,GILERA MOTORCYCLES,STORM,,М
12214,GILERA MOTORCYCLES,XRT,,М
4260,GINETTA,G15,,Л
4261,GINETTA,G21,,Л
4262,GINETTA,G23,,Л
4263,GINETTA,G27,,Л
4264,GINETTA,G32,,Л
4265,GINETTA,G33,,Л
4266,GINETTA,G34,,Л
4267,GINETTA,G40,,Л
1783,GLAS,4,,Л
1785,GLAS,04 Кабриолет,,Л
1787,GLAS,1700,,Л
1779,GLAS,GOGGOMOBIL,,Л
1780,GLAS,GOGGOMOBIL купе,,Л
2090,GLAS,GT Кабриолет,,Л
1781,GLAS,ISAR,,Л
1782,GLAS,ISAR универсал,,Л
2089,GLAS,V 8,,Л
31846,GMC,S15 JIMMY вездеход закрытый,,Л
13883,GONOW (GAC),GA200,,Л
36500,GOVECS MOTORCYCLES,GO!,,Л
37102,GOVECS MOTORCYCLES,SCHWALBE,,Л
8449,GREAT WALL,COOLBEAR вэн,,Л
7836,GREAT WALL,COWRY вэн,,Л
6541,GREAT WALL,DEER Пикап,,Л
9860,GREAT WALL,DEER Пикап,,Л
8065,GREAT WALL,FLORID,,Л
9864,GREAT WALL,HAVAL 5,,Л
10834,GREAT WALL,HAVAL M4,,Л
6037,GREAT WALL,HOVER,,Л
8445,GREAT WALL,HOVER H3,,Л
9865,GREAT WALL,HOVER H6,,Л
6543,GREAT WALL,HOVER вездеход закрытый,,Л
38332,GREAT WALL,HOVER π,,Л
9863,GREAT WALL,PERI,,Л
9868,GREAT WALL,SAFE F1 вездеход закрытый,,Л
6545,GREAT WALL,SAFE вездеход закрытый,,Л
13849,GREAT WALL,SAILOR,,Л
13848,GREAT WALL,SOCOOL Пикап,,Л
14289,GREAT WALL,WINGLE 3 Пикап,,Л
9861,GREAT WALL,WINGLE 5 Пикап,,Л
6215,GREAT WALL,WINGLE Пикап,,Л
5798,HAFEI,BRIO,,Л
6960,HAFEI,SAIBAO 3 седан,,Л
14277,HAIMA (FAW),3 Наклонная задняя часть,,Л
6556,HAIMA (FAW),3 седан,,Л
11507,HAIMA (FAW),M3,,Л
11539,HAIMA (ZHENGZHOU),AI SHANG,,Л
12215,HARLEY-DAVIDSON MC,100th ANNIVERSARY EDITION,,М
12006,HARLEY-DAVIDSON MC,105th ANNIVERSARY EDITION,,М
12007,HARLEY-DAVIDSON MC,110th ANNIVERSARY EDITION,,М
12216,HARLEY-DAVIDSON MC,BAD BOY,,М
12217,HARLEY-DAVIDSON MC,CROSS BONES,,М
14515,HARLEY-DAVIDSON MC,CVO,,М
12218,HARLEY-DAVIDSON MC,DYNA,,М
12219,HARLEY-DAVIDSON MC,ELECTRA GLIDE,,М
12220,HARLEY-DAVIDSON MC,FAT BOY,,М
12221,HARLEY-DAVIDSON MC,GRAND TOURING EDITION,,М
12222,HARLEY-DAVIDSON MC,HERITAGE,,М
14238,HARLEY-DAVIDSON MC,IRON,,М
12223,HARLEY-DAVIDSON MC,LOW RIDER,,М
12224,HARLEY-DAVIDSON MC,NIGHT ROD,,М
12225,HARLEY-DAVIDSON MC,NIGHT TRAIN,,М
13844,HARLEY-DAVIDSON MC,ROAD GLIDE,,М
12226,HARLEY-DAVIDSON MC,ROAD KING,,М
36967,HARLEY-DAVIDSON MC,ROADSTER,,М
14367,HARLEY-DAVIDSON MC,SEVENTY TWO,,М
12227,HARLEY-DAVIDSON MC,SLIM,,М
12228,HARLEY-DAVIDSON MC,SOFTAIL,,М
12229,HARLEY-DAVIDSON MC,SPORT GLIDE,,М
12230,HARLEY-DAVIDSON MC,SPORTSTER,,М
14516,HARLEY-DAVIDSON MC,STREET,,М
12231,HARLEY-DAVIDSON MC,STREET GLIDE,,М
12232,HARLEY-DAVIDSON MC,STREET ROD,,М
13868,HARLEY-DAVIDSON MC,STURGIS,,М
12233,HARLEY-DAVIDSON MC,SUPER GLIDE,,М
12234,HARLEY-DAVIDSON MC,TOUR GLIDE,,М
36969,HARLEY-DAVIDSON MC,ULTRA,,М
12235,HARLEY-DAVIDSON MC,ULTRA CLASSIC,,М
12236,HARLEY-DAVIDSON MC,V-ROD,,М
13875,HARLEY-DAVIDSON MC,WIDE GLIDE,,М
12237,HARLEY-DAVIDSON MC,XR,,М
13338,HAVAL,H9,,Л
10773,HAWTAI,BOLIGER,,Л
12238,HERCULES MOTORCYCLES,CITY,,М
12239,HERCULES MOTORCYCLES,FOX,,М
12240,HERCULES MOTORCYCLES,GIPSY,,М
12241,HERCULES MOTORCYCLES,HOBBY RIDER,,М
12242,HERCULES MOTORCYCLES,JOGGING,,М
14764,HERCULES MOTORCYCLES,K,,М
12243,HERCULES MOTORCYCLES,KX,,М
12244,HERCULES MOTORCYCLES,LIMBO,,М
12245,HERCULES MOTORCYCLES,MX,,М
12246,HERCULES MOTORCYCLES,OPTIMA,,М
12247,HERCULES MOTORCYCLES,PRIMA,,М
12248,HERCULES MOTORCYCLES,RX,,М
12249,HERCULES MOTORCYCLES,SAMBA,,М
12250,HERCULES MOTORCYCLES,SPLINTER,,М
12251,HERCULES MOTORCYCLES,SR,,М
12252,HERCULES MOTORCYCLES,SUPRA,,М
12253,HERCULES MOTORCYCLES,SWING,,М
12254,HERCULES MOTORCYCLES,ULTRA,,М
14766,HERCULES MOTORCYCLES,W,,М
12255,HERCULES MOTORCYCLES,XE,,М
12256,HERCULES MOTORCYCLES,ZX,,М
4268,HINDUSTAN,AMBASSADOR,,Л
4269,HINDUSTAN,CONTESSA (MJY),,Л
14208,HMRacing MOTORCYCLES,CRE,,М
14212,HMRacing MOTORCYCLES,CRM,,М
4270,HOBBYCAR,PASSPORT,,Л
1265,HONDA,"ACCORD I (SJ, SY)",,Л
1251,HONDA,"ACCORD I Hatchback (SJ, SY)",,Л
1253,HONDA,"ACCORD II (AC, AD)",,Л
1252,HONDA,"ACCORD II Hatchback (AC, AD)",,Л
1247,HONDA,ACCORD III (CA),,Л
3471,HONDA,ACCORD III Aerodeck (CA),,Л
1246,HONDA,ACCORD IV (CB),,Л
1276,HONDA,ACCORD IV Aerodeck (CB),,Л
1248,HONDA,"ACCORD IV купе (CB, CC)",,Л
10999,HONDA,ACCORD IX седан (CR),,Л
1263,HONDA,"ACCORD V (CC, CD)",,Л
1490,HONDA,"ACCORD V (CE, CF_)",,Л
1272,HONDA,ACCORD V Aerodeck (CE),,Л
3896,HONDA,"ACCORD VI (CK, CG, CH, CF8)",,Л
4576,HONDA,"ACCORD VI Hatchback (CH, CL)",,Л
4963,HONDA,"ACCORD VII (CL, CN)",,Л
7803,HONDA,ACCORD VIII (CU),,Л
7804,HONDA,ACCORD VIII универсал (CW),,Л
4985,HONDA,"ACCORD VII Tourer (CM, CN)",,Л
3950,HONDA,ACCORD VI купе (CG),,Л
1273,HONDA,ACCORD V купе (CD),,Л
4502,HONDA,ACTY (TN),,Л
3552,HONDA,CAPA,,Л
1269,HONDA,CIVIC I Hatchback (SB),,Л
1270,HONDA,"CIVIC III Hatchback (AL, AJ, AG, AH)",,Л
873,HONDA,"CIVIC III седан (AM, AK, AU)",,Л
1278,HONDA,CIVIC II Shuttle (EE),,Л
8989,HONDA,"CIVIC II Наклонная задняя часть (SS, SL)",,Л
8990,HONDA,CIVIC II универсал (WC),,Л
1249,HONDA,"CIVIC I Shuttle (AN, AR)",,Л
1256,HONDA,"CIVIC IV Hatchback (EC, ED, EE)",,Л
1250,HONDA,CIVIC IV седан (ED),,Л
9999,HONDA,CIVIC IX (FK),,Л
11755,HONDA,CIVIC IX Tourer (FK),,Л
10873,HONDA,"CIVIC IX седан (FB, FG)",,Л
3576,HONDA,CIVIC I седан (SF),,Л
3920,HONDA,CIVIC V Hatchback (EG),,Л
3562,HONDA,"CIVIC VI Aerodeck (MB, MC)",,Л
1275,HONDA,"CIVIC VI Fastback (MA, MB)",,Л
1468,HONDA,"CIVIC VI Hatchback (EJ, EK)",,Л
4733,HONDA,"CIVIC VII Hatchback (EU, EP, EV)",,Л
5498,HONDA,"CIVIC VIII Hatchback (FN, FK)",,Л
5517,HONDA,"CIVIC VIII седан (FD, FA)",,Л
4734,HONDA,CIVIC VII купе (EM2),,Л
4803,HONDA,"CIVIC VII седан (ES, ET)",,Л
5039,HONDA,"CIVIC VI купе (EJ, EM1)",,Л
1469,HONDA,"CIVIC VI седан (EJ, EK)",,Л
1274,HONDA,CIVIC V купе (EJ),,Л
1264,HONDA,"CIVIC V седан (EG, EH)",,Л
37515,HONDA,"CIVIC X Наклонная задняя часть (FC_, FK)",,Л
1271,HONDA,"CONCERTO (HW, MA)",,Л
4501,HONDA,CONCERTO седан (HWW),,Л
10344,HONDA,CROSSROAD (RT_),,Л
10303,HONDA,CROSSTOUR,,Л
1978,HONDA,CR-V I (RD),,Л
4880,HONDA,CR-V II (RD_),,Л
6247,HONDA,CR-V III (RE_),,Л
10180,HONDA,CR-V IV (RM_),,Л
1259,HONDA,"CRX I (AF, AS)",,Л
1260,HONDA,"CRX II (ED, EE)",,Л
1279,HONDA,"CRX III (EH, EG)",,Л
8766,HONDA,CR-Z (ZF),,Л
7889,HONDA,"FIT III (GE_, GG_, GP_)",,Л
5158,HONDA,FR-V (BE),,Л
4060,HONDA,HR-V (GH),,Л
13606,HONDA,HR-V (RU),,Л
8040,HONDA,INSIGHT (ZE_),,Л
4577,HONDA,INSIGHT (ZE),,Л
4052,HONDA,"INTEGRA купе (DC2, DC4)",,Л
4881,HONDA,INTEGRA купе (DC5),,Л
5095,HONDA,INTEGRA Наклонная задняя часть (DA),,Л
1267,HONDA,JAZZ I (AA),,Л
4838,HONDA,"JAZZ II (GD_, GE3, GE2)",,Л
13101,HONDA,JAZZ IV (GK_),,Л
37408,HONDA,"JAZZ SHUTTLE (GG8, GG7, GP2)",,Л
6310,HONDA,JAZZ седан (GD_),,Л
1255,HONDA,"LEGEND I (HS, KA)",,Л
3897,HONDA,LEGEND II (KA),,Л
1544,HONDA,LEGEND III (KA),,Л
1266,HONDA,LEGEND II купе (KA),,Л
8564,HONDA,LEGEND IV (KB_),,Л
1254,HONDA,LEGEND I купе (KA_),,Л
4091,HONDA,LOGO (GA),,Л
1857,HONDA,N III,,Л
36927,HONDA,NSX II купе (NC_),,Л
3479,HONDA,NSX I Кабриолет (NA),,Л
1262,HONDA,NSX I купе (NA),,Л
6910,HONDA,ODYSSEY вэн (RA_),,Л
10021,HONDA,PILOT,,Л
14356,HONDA,PILOT,,Л
1258,HONDA,PRELUDE II (AB),,Л
1261,HONDA,PRELUDE III (BA),,Л
1277,HONDA,PRELUDE IV (BB_),,Л
1257,HONDA,PRELUDE I купе (SN),,Л
3500,HONDA,PRELUDE V (BB_),,Л
1268,HONDA,QUINTET (SU),,Л
3997,HONDA,S2000 (AP),,Л
1323,HONDA,SHUTTLE (RA),,Л
4783,HONDA,STREAM (RN),,Л
6554,HONDA (GAC),ODYSSEY вэн (RA_),,Л
8167,HONDA (GAC),ODYSSEY вэн (RB_),,Л
13535,HONDA MOTORCYCLES,ANC,,М
12277,HONDA MOTORCYCLES,ANF,,М
12257,HONDA MOTORCYCLES,CA,,М
12259,HONDA MOTORCYCLES,CB (CB 1 - CB 500),,М
38787,HONDA MOTORCYCLES,CB (CB 550 - ),,М
12260,HONDA MOTORCYCLES,CBF,,М
36220,HONDA MOTORCYCLES,CB HORNET,,М
12261,HONDA MOTORCYCLES,CBR,,М
36221,HONDA MOTORCYCLES,CB SEVEN FIFTY,,М
12262,HONDA MOTORCYCLES,CBX,,М
12263,HONDA MOTORCYCLES,CG,,М
12264,HONDA MOTORCYCLES,CH,,М
12265,HONDA MOTORCYCLES,CLR,,М
12266,HONDA MOTORCYCLES,CM,,М
12267,HONDA MOTORCYCLES,CMX,,М
12268,HONDA MOTORCYCLES,CN,,М
12269,HONDA MOTORCYCLES,CRF,,М
13508,HONDA MOTORCYCLES,CTX,,М
13506,HONDA MOTORCYCLES,CX,,М
12270,HONDA MOTORCYCLES,DAX,,М
12271,HONDA MOTORCYCLES,DN-01,,М
12273,HONDA MOTORCYCLES,FES,,М
12300,HONDA MOTORCYCLES,FJS,,М
12274,HONDA MOTORCYCLES,FMX,,М
12275,HONDA MOTORCYCLES,FX,,М
12276,HONDA MOTORCYCLES,GL,,М
12278,HONDA MOTORCYCLES,MBX,,М
37625,HONDA MOTORCYCLES,MONTESA 4-RIDE,,М
14284,HONDA MOTORCYCLES,MONTESA COTA,,М
12279,HONDA MOTORCYCLES,MSX,,М
12280,HONDA MOTORCYCLES,MTX,,М
36826,HONDA MOTORCYCLES,NAVI,,М
12281,HONDA MOTORCYCLES,NB,,М
12282,HONDA MOTORCYCLES,NC,,М
12019,HONDA MOTORCYCLES,NC INTEGRA,,М
13561,HONDA MOTORCYCLES,NES,,М
12283,HONDA MOTORCYCLES,NH,,М
12319,HONDA MOTORCYCLES,NPS,,М
37647,HONDA MOTORCYCLES,NR,,М
12020,HONDA MOTORCYCLES,NS,,М
12284,HONDA MOTORCYCLES,NSC,,М
12285,HONDA MOTORCYCLES,NSR,,М
12286,HONDA MOTORCYCLES,NSS,,М
12287,HONDA MOTORCYCLES,NT,,М
12288,HONDA MOTORCYCLES,NTV,,М
