Id,City,Address,Status,Start,End,ProductsSelected,TotalPrice,TotalPriceCurrencyCode
36503,Свалява,ул. Борканюка 42,Timeout,2019-04-01 12:15,2019-04-01 12:18,N,0.00,UAH
36504,Берегово,ул. Мукачевская 190/2,NewUser,2019-04-01 12:20,2019-04-01 12:21,N,0.00,UAH
36505,Мукачево,ул. Матросова 19,Timeout,2019-04-01 12:17,2019-04-01 12:20,N,0.00,UAH
36506,Киев,ул. Петра Калнышевского 2,NewUser,2019-04-01 12:22,2019-04-01 12:24,N,0.00,UAH
36507,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-01 12:24,2019-04-01 12:26,N,0.00,UAH
36508,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-01 12:28,2019-04-01 12:29,N,0.00,UAH
36509,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 12:26,2019-04-01 12:28,N,0.00,UAH
36510,Киев,Харьковское шоссе 19,Timeout,2019-04-01 12:25,2019-04-01 12:26,N,0.00,UAH
36511,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-01 12:27,2019-04-01 12:29,N,0.00,UAH
36512,Берегово,ул. Мукачевская 190/2,Timeout,2019-04-01 12:28,2019-04-01 12:30,N,0.00,UAH
36513,Киев,"ул. Берковецкая 6, Ашан",NewUser,2019-04-01 12:29,2019-04-01 12:30,N,0.00,UAH
36514,Ужгород,ул. Гагарина 38,Timeout,2019-04-01 12:28,2019-04-01 12:31,N,0.00,UAH
36515,Киев,ул. Глушкова 13б,NewUser,2019-04-01 12:32,2019-04-01 12:33,N,0.00,UAH
36516,Одесса,ул. Люстдорфская дорога 140/1,Timeout,2019-04-01 12:35,2019-04-01 12:36,N,0.00,UAH
36517,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 12:35,2019-04-01 12:36,N,0.00,UAH
36518,Киев,ул. Леся Курбаса 6,Timeout,2019-04-01 12:29,2019-04-01 12:37,N,0.00,UAH
36519,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",NewUser,2019-04-01 12:37,2019-04-01 12:38,N,0.00,UAH
36520,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 12:40,2019-04-01 12:40,N,0.00,UAH
36521,Одесса,ул. Заболотного 24,Timeout,2019-04-01 12:39,2019-04-01 12:40,N,0.00,UAH
36522,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",NewUser,2019-04-01 12:38,2019-04-01 12:41,N,0.00,UAH
36523,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 12:40,2019-04-01 12:42,N,0.00,UAH
36524,Вышгород,ул. Набережная 11,NewUser,2019-04-01 12:42,2019-04-01 12:42,N,0.00,UAH
36525,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-01 12:41,2019-04-01 12:42,N,0.00,UAH
36526,Мукачево,ул. Матросова 19,Timeout,2019-04-01 12:40,2019-04-01 12:43,N,0.00,UAH
36527,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-01 12:41,2019-04-01 12:44,N,0.00,UAH
36528,Одесса,ул. Малиновского 51,Timeout,2019-04-01 12:22,2019-04-01 12:24,N,0.00,UAH
36529,Одесса,ул. Малиновского 51,Timeout,2019-04-01 12:43,2019-04-01 12:44,N,0.00,UAH
36530,Черноморск,пр. Мира 35,Timeout,2019-04-01 12:44,2019-04-01 12:45,N,0.00,UAH
36531,Киев,"пл. Печерская 2, Велика Кишеня",Timeout,2019-04-01 12:44,2019-04-01 12:46,Y,250.00,UAH
36532,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-01 12:45,2019-04-01 12:47,N,0.00,UAH
36533,Мукачево,ул. Матросова 19,Timeout,2019-04-01 12:43,2019-04-01 12:47,N,0.00,UAH
36534,Киев,пр. Правды 66,Timeout,2019-04-01 12:45,2019-04-01 12:48,N,0.00,UAH
36535,Киев,ул. Драйзера 8,Timeout,2019-04-01 12:46,2019-04-01 12:49,N,0.00,UAH
36536,Киев,ул. Жилянская 107,Timeout,2019-04-01 12:47,2019-04-01 12:49,N,0.00,UAH
36537,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 12:48,2019-04-01 12:49,N,0.00,UAH
36538,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 12:50,2019-04-01 12:51,N,0.00,UAH
36539,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 12:53,2019-04-01 12:54,N,0.00,UAH
36540,Одесса,пр. Шевченко 4д,Timeout,2019-04-01 12:51,2019-04-01 12:55,N,0.00,UAH
36541,Мукачево,ул. Матросова 19,NewUser,2019-04-01 12:56,2019-04-01 12:57,N,0.00,UAH
36542,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 12:57,2019-04-01 12:59,N,0.00,UAH
36543,Одесса,ул. Заболотного 24,NewUser,2019-04-01 12:56,2019-04-01 12:58,N,0.00,UAH
36544,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-01 12:59,2019-04-01 13:01,N,0.00,UAH
36545,Киев,ул. Бережанская 22,Timeout,2019-04-01 13:00,2019-04-01 13:01,N,0.00,UAH
36546,Киев,ул. Академика Филатова 7,Timeout,2019-04-01 13:05,2019-04-01 13:06,N,0.00,UAH
36547,Берегово,ул. Мукачевская 190/2,Timeout,2019-04-01 13:03,2019-04-01 13:07,N,0.00,UAH
36548,Киев,пр. Броварской 17,Timeout,2019-04-01 13:04,2019-04-01 13:07,N,0.00,UAH
36549,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 13:10,2019-04-01 13:12,N,0.00,UAH
36550,Киев,Харьковское шоссе 19,Timeout,2019-04-01 13:12,2019-04-01 13:13,N,0.00,UAH
36551,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-01 13:12,2019-04-01 13:13,N,0.00,UAH
36552,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 13:13,2019-04-01 13:14,N,0.00,UAH
36553,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-01 13:14,2019-04-01 13:15,N,0.00,UAH
36554,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 13:10,2019-04-01 13:16,N,0.00,UAH
36555,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 13:16,2019-04-01 13:16,N,0.00,UAH
36556,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 13:16,2019-04-01 13:18,N,0.00,UAH
36557,Киев,Харьковское шоссе 19,NewUser,2019-04-01 13:15,2019-04-01 13:18,N,0.00,UAH
36558,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 13:16,2019-04-01 13:17,N,0.00,UAH
36559,Киев,пр. Броварской 17,Timeout,2019-04-01 13:16,2019-04-01 13:19,N,0.00,UAH
36560,Одесса,ул. Малиновского 51,Timeout,2019-04-01 13:16,2019-04-01 13:19,N,0.00,UAH
36561,Киев,пр. Правды 66,Timeout,2019-04-01 13:19,2019-04-01 13:21,N,0.00,UAH
36562,Киев,ул. Бандеры 15а,Timeout,2019-04-01 13:19,2019-04-01 13:22,N,0.00,UAH
36563,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 13:18,2019-04-01 13:24,N,0.00,UAH
36564,Киев,ул. Радужная 8,NewUser,2019-04-01 13:23,2019-04-01 13:25,N,0.00,UAH
36565,Ужгород,ул. Гагарина 38,NewUser,2019-04-01 13:19,2019-04-01 13:24,N,0.00,UAH
36566,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-01 13:23,2019-04-01 13:25,N,0.00,UAH
36567,Хуст,ул. Львовская 208,Timeout,2019-04-01 13:25,2019-04-01 13:27,N,0.00,UAH
36568,Мукачево,ул. Матросова 19,Timeout,2019-04-01 13:26,2019-04-01 13:27,N,0.00,UAH
36569,Одесса,ул. Заболотного 24,NewUser,2019-04-01 13:27,2019-04-01 13:28,N,0.00,UAH
36570,Одесса,ул. Люстдорфская дорога 140/1,Timeout,2019-04-01 13:28,2019-04-01 13:29,N,0.00,UAH
36571,Киев,ул. Жилянская 107,Timeout,2019-04-01 13:29,2019-04-01 13:30,N,0.00,UAH
36572,Киев,ул. Бандеры 15а,Timeout,2019-04-01 13:30,2019-04-01 13:32,N,0.00,UAH
36573,Измаил,пр. Суворова 181,Timeout,2019-04-01 13:30,2019-04-01 13:32,N,0.00,UAH
36574,Киев,ул. Бандеры 15а,Timeout,2019-04-01 13:30,2019-04-01 13:32,N,0.00,UAH
36575,Одесса,ул. Заболотного 24,NewUser,2019-04-01 13:31,2019-04-01 13:32,N,0.00,UAH
36576,Киев,ул. Петра Калнышевского 2,NewUser,2019-04-01 13:32,2019-04-01 13:33,N,0.00,UAH
36577,Одесса,ул. Заболотного 24,NewUser,2019-04-01 13:32,2019-04-01 13:33,N,0.00,UAH
36578,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-01 13:32,2019-04-01 13:35,N,0.00,UAH
36579,Киев,ул. Радужная 8,Timeout,2019-04-01 13:33,2019-04-01 13:35,N,0.00,UAH
36580,Одесса,пр. Шевченко 4д,NewUser,2019-04-01 13:37,2019-04-01 13:38,N,0.00,UAH
36581,Берегово,ул. Мукачевская 190/2,Timeout,2019-04-01 13:32,2019-04-01 13:38,N,0.00,UAH
36582,Ужгород,ул. Гагарина 38,NewUser,2019-04-01 13:37,2019-04-01 13:40,Y,687.00,UAH
36583,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-01 13:40,2019-04-01 13:41,N,0.00,UAH
36584,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 13:40,2019-04-01 13:41,N,0.00,UAH
36585,Одесса,ул. Люстдорфская дорога 140/1,NewUser,2019-04-01 13:42,2019-04-01 13:43,N,0.00,UAH
36586,Берегово,ул. Мукачевская 190/2,NewUser,2019-04-01 13:40,2019-04-01 13:44,N,0.00,UAH
36587,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-01 13:41,2019-04-01 13:44,N,0.00,UAH
36588,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 13:43,2019-04-01 13:44,N,0.00,UAH
36589,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-01 13:43,2019-04-01 13:44,N,0.00,UAH
36590,Киев,"пл. Печерская 2, Велика Кишеня",NewUser,2019-04-01 13:44,2019-04-01 13:45,N,0.00,UAH
36591,Ужгород,ул. Гагарина 38,Timeout,2019-04-01 13:40,2019-04-01 13:45,N,0.00,UAH
36592,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 13:44,2019-04-01 13:45,N,0.00,UAH
36593,Берегово,ул. Мукачевская 190/2,Timeout,2019-04-01 13:45,2019-04-01 13:47,N,0.00,UAH
36594,Киев,ул. Ярославская 55,Timeout,2019-04-01 13:48,2019-04-01 13:50,N,0.00,UAH
36595,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 13:49,2019-04-01 13:50,N,0.00,UAH
36596,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-01 13:50,2019-04-01 13:52,N,0.00,UAH
36597,Киев,"ул. Берковецкая 6, Ашан",NewUser,2019-04-01 13:52,2019-04-01 13:54,Y,429.00,UAH
36598,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 13:52,2019-04-01 13:53,N,0.00,UAH
36599,Одесса,пр. Шевченко 4д,Timeout,2019-04-01 13:51,2019-04-01 13:54,N,0.00,UAH
36600,Киев,ул. Леся Курбаса 6,Timeout,2019-04-01 13:55,2019-04-01 13:56,N,0.00,UAH
36601,Одесса,ул. Люстдорфская дорога 140/1,Timeout,2019-04-01 13:56,2019-04-01 13:57,N,0.00,UAH
36602,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-01 13:56,2019-04-01 13:57,N,0.00,UAH
36603,Киев,ул. Жилянская 107,Timeout,2019-04-01 13:57,2019-04-01 13:58,N,0.00,UAH
36604,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 13:57,2019-04-01 13:59,N,0.00,UAH
36605,Киев,Харьковское шоссе 19,Timeout,2019-04-01 13:56,2019-04-01 14:00,N,0.00,UAH
36606,Киев,ул. Гната Хоткевича 1,NewUser,2019-04-01 14:00,2019-04-01 14:01,N,0.00,UAH
36607,Мукачево,ул. Матросова 19,Timeout,2019-04-01 13:59,2019-04-01 14:01,N,0.00,UAH
36608,Киев,ул. Радужная 8,NewUser,2019-04-01 13:59,2019-04-01 14:01,Y,15.00,UAH
36609,Киев,Харьковское шоссе 19,Timeout,2019-04-01 14:01,2019-04-01 14:02,N,0.00,UAH
36610,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-01 14:01,2019-04-01 14:03,N,0.00,UAH
36611,Мукачево,ул. Матросова 19,Timeout,2019-04-01 14:01,2019-04-01 14:04,N,0.00,UAH
36612,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 14:03,2019-04-01 14:04,N,0.00,UAH
36613,Киев,ул. Лятошинского 14,Timeout,2019-04-01 14:04,2019-04-01 14:06,N,0.00,UAH
36614,Киев,ул. Героев Сталинграда 8,NewUser,2019-04-01 14:06,2019-04-01 14:06,N,0.00,UAH
36615,Киев,ул. Ярославская 55,Timeout,2019-04-01 14:06,2019-04-01 14:08,N,0.00,UAH
36616,Киев,ул. Глушкова 13б,Timeout,2019-04-01 14:09,2019-04-01 14:10,N,0.00,UAH
36617,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-01 14:08,2019-04-01 14:10,N,0.00,UAH
36618,Киев,пр. Правды 66,Timeout,2019-04-01 14:10,2019-04-01 14:11,N,0.00,UAH
36619,Мукачево,ул. Матросова 19,Timeout,2019-04-01 14:12,2019-04-01 14:13,N,0.00,UAH
36620,Киев,ул. Глушкова 13б,Timeout,2019-04-01 14:12,2019-04-01 14:14,N,0.00,UAH
36621,Вышгород,ул. Набережная 11,NewUser,2019-04-01 14:11,2019-04-01 14:13,N,0.00,UAH
36622,Киев,ул. Академика Филатова 7,Timeout,2019-04-01 14:13,2019-04-01 14:15,N,0.00,UAH
36623,Вышгород,ул. Набережная 11,Timeout,2019-04-01 14:13,2019-04-01 14:15,N,0.00,UAH
36624,Одесса,пр. Глушко 26,Timeout,2019-04-01 14:14,2019-04-01 14:15,N,0.00,UAH
36625,Киев,ул. Глушкова 13б,NewUser,2019-04-01 14:14,2019-04-01 14:15,N,0.00,UAH
36626,Киев,ул. Радужная 8,Timeout,2019-04-01 14:15,2019-04-01 14:16,N,0.00,UAH
36627,Киев,пр. Правды 66,Timeout,2019-04-01 14:15,2019-04-01 14:16,N,0.00,UAH
36628,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-01 14:17,2019-04-01 14:18,N,0.00,UAH
36629,Мукачево,ул. Матросова 19,Timeout,2019-04-01 14:18,2019-04-01 14:19,N,0.00,UAH
36630,Киев,ул. Радужная 8,Timeout,2019-04-01 14:18,2019-04-01 14:19,N,0.00,UAH
36631,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-01 14:18,2019-04-01 14:19,N,0.00,UAH
36632,Киев,ул. Глушкова 13б,Timeout,2019-04-01 14:18,2019-04-01 14:20,N,0.00,UAH
36633,Черноморск,пр. Мира 35,Timeout,2019-04-01 14:19,2019-04-01 14:22,N,0.00,UAH
36634,Киев,ул. Героев Сталинграда 8,NewUser,2019-04-01 14:22,2019-04-01 14:22,N,0.00,UAH
36635,Киев,ул. Глушкова 13б,Timeout,2019-04-01 14:21,2019-04-01 14:23,N,0.00,UAH
36636,Киев,ул. Драйзера 8,Timeout,2019-04-01 14:24,2019-04-01 14:25,N,0.00,UAH
36637,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-01 14:25,2019-04-01 14:27,N,0.00,UAH
36638,Киев,ул. Лятошинского 14,Timeout,2019-04-01 14:27,2019-04-01 14:30,N,0.00,UAH
36639,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 14:29,2019-04-01 14:30,N,0.00,UAH
36640,Мукачево,ул. Лавкивськая 1е,NewUser,2019-04-01 14:31,2019-04-01 14:31,N,0.00,UAH
36641,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 14:31,2019-04-01 14:32,N,0.00,UAH
36642,Одесса,пр. Шевченко 4д,Timeout,2019-04-01 14:32,2019-04-01 14:34,N,0.00,UAH
36643,Киев,пр. Правды 66,Timeout,2019-04-01 14:33,2019-04-01 14:35,N,0.00,UAH
36644,Черноморск,пр. Мира 35,Timeout,2019-04-01 14:33,2019-04-01 14:36,N,0.00,UAH
36645,Киев,ул. Радужная 8,Timeout,2019-04-01 14:35,2019-04-01 14:37,N,0.00,UAH
36646,Киев,пр. Правды 66,NewUser,2019-04-01 14:40,2019-04-01 14:40,N,0.00,UAH
36647,Одесса,пр. Глушко 26,Timeout,2019-04-01 14:38,2019-04-01 14:40,N,0.00,UAH
36648,Киев,ул. Бандеры 15а,Timeout,2019-04-01 14:39,2019-04-01 14:40,N,0.00,UAH
36649,Одесса,ул. Люстдорфская дорога 140/1,Timeout,2019-04-01 14:39,2019-04-01 14:41,N,0.00,UAH
36650,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-01 14:41,2019-04-01 14:42,N,0.00,UAH
36651,Виноградов,ул. Ивана Франко 135е,NewUser,2019-04-01 14:40,2019-04-01 14:42,N,0.00,UAH
36652,Одесса,пр. Глушко 26,Timeout,2019-04-01 14:42,2019-04-01 14:43,N,0.00,UAH
36653,Виноградов,ул. Ивана Франко 135е,Timeout,2019-04-01 14:42,2019-04-01 14:44,N,0.00,UAH
36654,Одесса,пр. Шевченко 4д,NewUser,2019-04-01 14:44,2019-04-01 14:44,N,0.00,UAH
36655,Одесса,ул. Заболотного 24,Timeout,2019-04-01 14:43,2019-04-01 14:45,N,0.00,UAH
36656,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 14:44,2019-04-01 14:46,N,0.00,UAH
36657,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 14:45,2019-04-01 14:46,N,0.00,UAH
36658,Киев,ул. Глушкова 13б,NewUser,2019-04-01 14:45,2019-04-01 14:47,N,0.00,UAH
36659,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-01 14:46,2019-04-01 14:47,N,0.00,UAH
36660,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 14:46,2019-04-01 14:46,N,0.00,UAH
36661,Киев,ул. Глушкова 13б,Timeout,2019-04-01 14:47,2019-04-01 14:48,N,0.00,UAH
36662,Киев,ул. Драйзера 8,NewUser,2019-04-01 14:48,2019-04-01 14:49,N,0.00,UAH
36663,Киев,ул. Бандеры 15а,Timeout,2019-04-01 14:49,2019-04-01 14:52,N,0.00,UAH
36664,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-01 14:50,2019-04-01 14:52,N,0.00,UAH
36665,Киев,ул. Здолбуновская 17,Timeout,2019-04-01 14:51,2019-04-01 14:53,N,0.00,UAH
36666,Одесса,ул. Малиновского 51,NewUser,2019-04-01 14:54,2019-04-01 14:54,N,0.00,UAH
36667,Мукачево,ул. Матросова 19,Timeout,2019-04-01 14:54,2019-04-01 14:55,N,0.00,UAH
36668,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-01 14:53,2019-04-01 14:56,N,0.00,UAH
36669,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 14:59,2019-04-01 15:00,N,0.00,UAH
36670,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 15:00,2019-04-01 15:00,N,0.00,UAH
36671,Киев,ул. Глушкова 13б,Timeout,2019-04-01 15:00,2019-04-01 15:01,N,0.00,UAH
36672,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-01 14:59,2019-04-01 15:01,N,0.00,UAH
36673,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-01 15:05,2019-04-01 15:05,N,0.00,UAH
36674,Мукачево,ул. Лавкивськая 1е,Timeout,2019-04-01 15:05,2019-04-01 15:07,N,0.00,UAH
36675,Киев,ул. Здолбуновская 17,Timeout,2019-04-01 15:05,2019-04-01 15:07,N,0.00,UAH
36676,Киев,ул. Жилянская 107,Timeout,2019-04-01 15:06,2019-04-01 15:08,N,0.00,UAH
36677,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-01 15:07,2019-04-01 15:10,N,0.00,UAH
36678,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 15:09,2019-04-01 15:10,N,0.00,UAH
36679,Виноградов,ул. Ивана Франко 135е,Timeout,2019-04-01 15:06,2019-04-01 15:09,N,0.00,UAH
36680,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 15:09,2019-04-01 15:10,Y,4.00,UAH
36681,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 15:10,2019-04-01 15:10,N,0.00,UAH
36682,Одесса,ул. Заболотного 24,Timeout,2019-04-01 15:10,2019-04-01 15:11,N,0.00,UAH
36683,Измаил,пр. Суворова 181,Timeout,2019-04-01 15:12,2019-04-01 15:14,N,0.00,UAH
36684,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-01 15:14,2019-04-01 15:15,Y,11767.00,UAH
36685,Киев,ул. Радужная 8,NewUser,2019-04-01 15:16,2019-04-01 15:17,N,0.00,UAH
36686,Киев,пр. Броварской 17,Timeout,2019-04-01 15:17,2019-04-01 15:18,N,0.00,UAH
36687,Киев,ул. Радужная 8,Timeout,2019-04-01 15:17,2019-04-01 15:19,N,0.00,UAH
36688,Свалява,ул. Борканюка 42,Timeout,2019-04-01 15:17,2019-04-01 15:19,N,0.00,UAH
36689,Киев,ул. Бандеры 15а,Timeout,2019-04-01 15:18,2019-04-01 15:20,N,0.00,UAH
36690,Киев,ул. Радужная 8,Timeout,2019-04-01 15:19,2019-04-01 15:21,Y,439.00,UAH
36691,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-01 15:21,2019-04-01 15:22,N,0.00,UAH
36692,Одесса,ул. Малиновского 51,Timeout,2019-04-01 15:17,2019-04-01 15:23,N,0.00,UAH
36693,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 15:20,2019-04-01 15:23,N,0.00,UAH
36694,Киев,ул. Радужная 8,Timeout,2019-04-01 15:22,2019-04-01 15:23,N,0.00,UAH
36695,Одесса,ул. Малиновского 51,Timeout,2019-04-01 15:25,2019-04-01 15:26,N,0.00,UAH
36696,Киев,ул. Ярославская 55,Timeout,2019-04-01 15:26,2019-04-01 15:27,N,0.00,UAH
36697,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-01 15:26,2019-04-01 15:28,N,0.00,UAH
36698,Киев,ул. Бандеры 15а,Timeout,2019-04-01 15:27,2019-04-01 15:29,N,0.00,UAH
36699,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-01 15:28,2019-04-01 15:29,N,0.00,UAH
36700,Берегово,ул. Мукачевская 190/2,NewUser,2019-04-01 15:23,2019-04-01 15:28,N,0.00,UAH
36701,Вышгород,ул. Набережная 11,NewUser,2019-04-01 15:31,2019-04-01 15:32,N,0.00,UAH
36702,Киев,ул. Шептицкого 4,Timeout,2019-04-01 15:32,2019-04-01 15:33,N,0.00,UAH
36703,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-01 15:31,2019-04-01 15:33,N,0.00,UAH
36704,Мукачево,ул. Лавкивськая 1е,Timeout,2019-04-01 15:32,2019-04-01 15:33,N,0.00,UAH
36705,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-01 15:31,2019-04-01 15:34,N,0.00,UAH
36706,Киев,ул. Жилянская 107,NewUser,2019-04-01 15:37,2019-04-01 15:37,N,0.00,UAH
36707,Одесса,ул. Заболотного 24,Timeout,2019-04-01 15:36,2019-04-01 15:38,N,0.00,UAH
36708,Киев,ул. Жилянская 107,NewUser,2019-04-01 15:37,2019-04-01 15:38,N,0.00,UAH
36709,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",NewUser,2019-04-01 15:38,2019-04-01 15:38,N,0.00,UAH
36710,Киев,ул. Чернобыльская 16/80,NewUser,2019-04-01 15:39,2019-04-01 15:40,N,0.00,UAH
36711,Киев,ул. Чернобыльская 16/80,Timeout,2019-04-01 15:40,2019-04-01 15:42,N,0.00,UAH
36712,Киев,ул. Драйзера 8,Timeout,2019-04-01 15:42,2019-04-01 15:45,N,0.00,UAH
36713,Киев,ул. Гната Хоткевича 1,NewUser,2019-04-01 15:45,2019-04-01 15:45,N,0.00,UAH
36714,Одесса,ул. Малиновского 51,Timeout,2019-04-01 15:38,2019-04-01 15:47,Y,308.00,UAH
36715,Киев,ул. Лятошинского 14,Timeout,2019-04-01 15:45,2019-04-01 15:46,N,0.00,UAH
36716,Одесса,пр. Глушко 26,Timeout,2019-04-01 15:46,2019-04-01 15:48,N,0.00,UAH
36717,Хуст,ул. Львовская 208,Timeout,2019-04-01 15:43,2019-04-01 15:48,N,0.00,UAH
36718,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 15:47,2019-04-01 15:48,N,0.00,UAH
36719,Берегово,ул. Мукачевская 190/2,Timeout,2019-04-01 15:48,2019-04-01 15:50,N,0.00,UAH
36720,Мукачево,ул. Лавкивськая 1е,Timeout,2019-04-01 15:49,2019-04-01 15:52,Y,1625.00,UAH
36721,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",Timeout,2019-04-01 15:49,2019-04-01 15:53,N,0.00,UAH
36722,Киев,пр. Броварской 17,Timeout,2019-04-01 15:52,2019-04-01 15:53,N,0.00,UAH
36723,Киев,ул. Радужная 8,Timeout,2019-04-01 15:53,2019-04-01 15:55,N,0.00,UAH
36724,Киев,ул. Героев Сталинграда 8,NewUser,2019-04-01 15:55,2019-04-01 15:56,N,0.00,UAH
36725,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-01 15:56,2019-04-01 15:57,N,0.00,UAH
36726,Киев,ул. Героев Сталинграда 8,Timeout,2019-04-01 15:56,2019-04-01 15:58,N,0.00,UAH
36727,Берегово,ул. Мукачевская 190/2,NewUser,2019-04-01 15:59,2019-04-01 16:00,N,0.00,UAH
36728,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-01 16:01,2019-04-01 16:02,N,0.00,UAH
36729,Киев,ул. Жилянская 107,NewUser,2019-04-01 16:02,2019-04-01 16:02,N,0.00,UAH
36730,Киев,ул. Жилянская 107,Timeout,2019-04-01 16:02,2019-04-01 16:04,N,0.00,UAH
36731,Мукачево,ул. Матросова 19,Timeout,2019-04-01 16:02,2019-04-01 16:04,N,0.00,UAH
36732,Киев,ул. Глушкова 13б,Timeout,2019-04-01 16:03,2019-04-01 16:04,N,0.00,UAH
36733,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",NewUser,2019-04-01 16:03,2019-04-01 16:05,N,0.00,UAH
36734,Мукачево,ул. Лавкивськая 1е,NewUser,2019-04-01 16:04,2019-04-01 16:05,N,0.00,UAH
36735,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",NewUser,2019-04-01 16:05,2019-04-01 16:06,N,0.00,UAH
36736,Мукачево,ул. Лавкивськая 1е,Timeout,2019-04-01 16:05,2019-04-01 16:07,N,0.00,UAH
36737,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",NewUser,2019-04-01 16:07,2019-04-01 16:08,N,0.00,UAH
36738,Измаил,пр. Суворова 181,Timeout,2019-04-01 16:06,2019-04-01 16:08,N,0.00,UAH
36739,Киев,ул. Драйзера 8,Timeout,2019-04-01 16:03,2019-04-01 16:09,N,0.00,UAH
36740,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",Timeout,2019-04-01 16:08,2019-04-01 16:09,N,0.00,UAH
36741,Киев,ул. Глушкова 13б,Timeout,2019-04-01 16:09,2019-04-01 16:10,N,0.00,UAH
