Id,City,Address,Status,Start,End,ProductsSelected,TotalPrice,TotalPriceCurrencyCode
41685,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 14:42,2019-04-06 14:43,N,0.00,UAH
41686,Киев,"ул. Берковецкая 6, Ашан",NewUser,2019-04-06 14:43,2019-04-06 14:44,N,0.00,UAH
41687,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-06 14:43,2019-04-06 14:45,N,0.00,UAH
41688,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-06 14:43,2019-04-06 14:45,N,0.00,UAH
41689,Киев,ул. Глушкова 13б,Timeout,2019-04-06 14:44,2019-04-06 14:45,N,0.00,UAH
41690,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-06 14:44,2019-04-06 14:45,N,0.00,UAH
41691,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 14:45,2019-04-06 14:48,N,0.00,UAH
41692,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-06 14:47,2019-04-06 14:50,N,0.00,UAH
41693,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 14:49,2019-04-06 14:50,N,0.00,UAH
41694,Киев,"пл. Печерская 2, Велика Кишеня",NewUser,2019-04-06 14:49,2019-04-06 14:50,N,0.00,UAH
41695,Киев,"ул. Заболотного 37, Art Mall",NewUser,2019-04-06 14:49,2019-04-06 14:51,N,0.00,UAH
41696,Киев,пр. Победы 94,Timeout,2019-04-06 14:49,2019-04-06 14:51,N,0.00,UAH
41697,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-06 14:47,2019-04-06 14:51,Y,0.00,UAH
41698,Киев,"пл. Печерская 2, Велика Кишеня",NewUser,2019-04-06 14:50,2019-04-06 14:52,N,0.00,UAH
41699,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-06 14:50,2019-04-06 14:51,N,0.00,UAH
41700,Киев,Харьковское шоссе 19,Timeout,2019-04-06 14:50,2019-04-06 14:52,N,0.00,UAH
41701,Одесса,ул. Заболотного 24,Timeout,2019-04-06 14:51,2019-04-06 14:53,N,0.00,UAH
41702,Киев,ул. Академика Филатова 7,Timeout,2019-04-06 14:51,2019-04-06 14:53,N,0.00,UAH
41703,Одесса,пр. Глушко 26,Timeout,2019-04-06 14:51,2019-04-06 14:53,N,0.00,UAH
41704,Одесса,ул. Люстдорфская дорога 140/1,Timeout,2019-04-06 14:51,2019-04-06 14:53,N,0.00,UAH
41705,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 14:52,2019-04-06 14:53,N,0.00,UAH
41706,Киев,пр. Правды 66,NewUser,2019-04-06 14:54,2019-04-06 14:54,N,0.00,UAH
41707,Киев,ул. Глушкова 13б,Timeout,2019-04-06 14:53,2019-04-06 14:54,N,0.00,UAH
41708,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",Timeout,2019-04-06 14:53,2019-04-06 14:54,N,0.00,UAH
41709,Киев,"пл. Печерская 2, Велика Кишеня",NewUser,2019-04-06 14:52,2019-04-06 14:55,N,0.00,UAH
41710,Вышгород,ул. Набережная 11,Timeout,2019-04-06 14:53,2019-04-06 14:54,N,0.00,UAH
41711,Киев,"ул. Заболотного 37, Art Mall",NewUser,2019-04-06 14:54,2019-04-06 14:54,N,0.00,UAH
41712,Киев,ул. Здолбуновская 17,Timeout,2019-04-06 14:51,2019-04-06 14:54,N,0.00,UAH
41713,Киев,пр. Правды 66,Timeout,2019-04-06 14:54,2019-04-06 14:56,N,0.00,UAH
41714,Киев,"ул. Заболотного 37, Art Mall",Timeout,2019-04-06 14:55,2019-04-06 14:58,N,0.00,UAH
41715,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 14:57,2019-04-06 14:59,N,0.00,UAH
41716,Одесса,пр. Шевченко 4д,Timeout,2019-04-06 14:56,2019-04-06 14:58,N,0.00,UAH
41717,Киев,ул. Академика Филатова 7,Timeout,2019-04-06 14:57,2019-04-06 14:59,N,0.00,UAH
41718,Киев,ул. Борщаговская 154,NewUser,2019-04-06 14:56,2019-04-06 14:58,N,0.00,UAH
41719,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-06 14:59,2019-04-06 15:00,N,0.00,UAH
41720,Киев,ул. Борщаговская 154,NewUser,2019-04-06 14:59,2019-04-06 15:00,N,0.00,UAH
41721,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-06 15:00,2019-04-06 15:01,N,0.00,UAH
41722,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 15:00,2019-04-06 15:03,N,0.00,UAH
41723,Киев,ул. Борщаговская 154,NewUser,2019-04-06 15:03,2019-04-06 15:04,N,0.00,UAH
41724,Одесса,ул. Малиновского 51,Timeout,2019-04-06 15:02,2019-04-06 15:04,N,0.00,UAH
41725,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-06 15:02,2019-04-06 15:03,N,0.00,UAH
41726,Киев,ул. Здолбуновская 17,Timeout,2019-04-06 15:02,2019-04-06 15:03,N,0.00,UAH
41727,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",NewUser,2019-04-06 15:02,2019-04-06 15:04,N,0.00,UAH
41728,Киев,ул. Борщаговская 154,NewUser,2019-04-06 15:04,2019-04-06 15:04,N,0.00,UAH
41729,Киев,ул. Радужная 8,NewUser,2019-04-06 15:06,2019-04-06 15:07,N,0.00,UAH
41730,Вышгород,ул. Набережная 11,NewUser,2019-04-06 15:08,2019-04-06 15:08,N,0.00,UAH
41731,Ужгород,ул. Гагарина 38,NewUser,2019-04-06 15:07,2019-04-06 15:09,Y,32.00,UAH
41732,Киев,ул. Евгения Коновальца 26а,NewUser,2019-04-06 15:06,2019-04-06 15:09,N,0.00,UAH
41733,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-06 15:08,2019-04-06 15:09,N,0.00,UAH
41734,Киев,ул. Глушкова 13б,NewUser,2019-04-06 15:09,2019-04-06 15:09,N,0.00,UAH
41735,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-06 15:10,2019-04-06 15:11,N,0.00,UAH
41736,Киев,ул. Глушкова 13б,NewUser,2019-04-06 15:10,2019-04-06 15:12,N,0.00,UAH
41737,Южный,ул. Химиков 29,Timeout,2019-04-06 15:13,2019-04-06 15:15,N,0.00,UAH
41738,Киев,Харьковское шоссе 19,Timeout,2019-04-06 15:09,2019-04-06 15:14,N,0.00,UAH
41739,Киев,ул. Лятошинского 14,Timeout,2019-04-06 15:12,2019-04-06 15:14,N,0.00,UAH
41740,Черноморск,пр. Мира 35,NewUser,2019-04-06 15:13,2019-04-06 15:16,N,0.00,UAH
41741,Черноморск,пр. Мира 35,NewUser,2019-04-06 15:16,2019-04-06 15:16,N,0.00,UAH
41742,Киев,ул. Радужная 8,Timeout,2019-04-06 15:15,2019-04-06 15:16,N,0.00,UAH
41743,Измаил,пр. Суворова 181,NewUser,2019-04-06 15:14,2019-04-06 15:16,N,0.00,UAH
41744,Киев,ул. Глушкова 13б,Timeout,2019-04-06 15:15,2019-04-06 15:17,N,0.00,UAH
41745,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-06 15:16,2019-04-06 15:17,N,0.00,UAH
41746,Киев,ул. Лятошинского 14,Timeout,2019-04-06 15:17,2019-04-06 15:18,N,0.00,UAH
41747,Вышгород,ул. Набережная 11,NewUser,2019-04-06 15:17,2019-04-06 15:17,N,0.00,UAH
41748,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 15:13,2019-04-06 15:19,N,0.00,UAH
41749,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",NewUser,2019-04-06 15:19,2019-04-06 15:19,N,0.00,UAH
41750,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-06 15:18,2019-04-06 15:20,N,0.00,UAH
41751,Киев,пр. Правды 66,NewUser,2019-04-06 15:21,2019-04-06 15:21,N,0.00,UAH
41752,Киев,ул. Гната Хоткевича 1,NewUser,2019-04-06 15:20,2019-04-06 15:22,N,0.00,UAH
41753,Киев,пр. Победы 94,Timeout,2019-04-06 15:19,2019-04-06 15:23,N,0.00,UAH
41754,Киев,"ул. Заболотного 37, Art Mall",NewUser,2019-04-06 15:23,2019-04-06 15:24,N,0.00,UAH
41755,Измаил,пр. Суворова 181,NewUser,2019-04-06 15:23,2019-04-06 15:23,N,0.00,UAH
41756,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Order,2019-04-06 15:20,2019-04-06 15:24,Y,1411.00,UAH
41757,Киев,пр. Правды 66,NewUser,2019-04-06 15:24,2019-04-06 15:24,N,0.00,UAH
41758,Киев,ул. Леся Курбаса 6,Timeout,2019-04-06 15:24,2019-04-06 15:25,N,0.00,UAH
41759,Николаев,ул. Лазурная 17,Timeout,2019-04-06 15:25,2019-04-06 15:27,N,0.00,UAH
41760,Ужгород,ул. Гагарина 38,NewUser,2019-04-06 15:25,2019-04-06 15:27,N,0.00,UAH
41761,Киев,"ул. Заболотного 37, Art Mall",NewUser,2019-04-06 15:24,2019-04-06 15:27,N,0.00,UAH
41762,Киев,"ул. Заболотного 37, Art Mall",Timeout,2019-04-06 15:27,2019-04-06 15:28,N,0.00,UAH
41763,Киев,ул. Леся Курбаса 6,Timeout,2019-04-06 15:26,2019-04-06 15:29,N,0.00,UAH
41764,Киев,ул. Ярославская 55,NewUser,2019-04-06 15:27,2019-04-06 15:30,Y,302.00,UAH
41765,Киев,ул. Ярославская 55,NewUser,2019-04-06 15:30,2019-04-06 15:30,N,0.00,UAH
41766,Киев,ул. Борщаговская 154,Timeout,2019-04-06 15:30,2019-04-06 15:32,N,0.00,UAH
41767,Южный,ул. Химиков 29,Timeout,2019-04-06 15:32,2019-04-06 15:34,N,0.00,UAH
41768,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-06 15:32,2019-04-06 15:35,N,0.00,UAH
41769,Киев,пр. Победы 94,Timeout,2019-04-06 15:34,2019-04-06 15:35,N,0.00,UAH
41770,Киев,ул. Глушкова 13б,Timeout,2019-04-06 15:34,2019-04-06 15:36,N,0.00,UAH
41771,Киев,пр. Правды 66,Timeout,2019-04-06 15:35,2019-04-06 15:36,N,0.00,UAH
41772,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-06 15:37,2019-04-06 15:38,N,0.00,UAH
41773,Измаил,пр. Суворова 181,Timeout,2019-04-06 15:35,2019-04-06 15:37,N,0.00,UAH
41774,Киев,ул. Леся Курбаса 6,Timeout,2019-04-06 15:37,2019-04-06 15:38,N,0.00,UAH
41775,Киев,ул. Глушкова 13б,Timeout,2019-04-06 15:39,2019-04-06 15:40,N,0.00,UAH
41776,Виноградов,ул. Ивана Франко 135е,NewUser,2019-04-06 15:35,2019-04-06 15:38,N,0.00,UAH
41777,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 15:40,2019-04-06 15:41,N,0.00,UAH
41778,Киев,ул. Гната Хоткевича 1,NewUser,2019-04-06 15:39,2019-04-06 15:41,N,0.00,UAH
41779,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-06 15:40,2019-04-06 15:42,N,0.00,UAH
41780,Киев,ул. Леся Курбаса 6,Timeout,2019-04-06 15:41,2019-04-06 15:42,N,0.00,UAH
41781,Киев,ул. Глушкова 13б,Timeout,2019-04-06 15:40,2019-04-06 15:43,N,0.00,UAH
41782,Виноградов,ул. Ивана Франко 135е,Timeout,2019-04-06 15:41,2019-04-06 15:43,N,0.00,UAH
41783,Киев,ул. Гната Хоткевича 1,NewUser,2019-04-06 15:43,2019-04-06 15:44,N,0.00,UAH
41784,Одесса,ул. Люстдорфская дорога 140/1,NewUser,2019-04-06 15:44,2019-04-06 15:45,N,0.00,UAH
41785,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 15:43,2019-04-06 15:45,N,0.00,UAH
41786,Вышгород,ул. Набережная 11,Timeout,2019-04-06 15:44,2019-04-06 15:46,Y,663.00,UAH
41787,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-06 15:45,2019-04-06 15:46,N,0.00,UAH
41788,Киев,"ул. Заболотного 37, Art Mall",Timeout,2019-04-06 15:46,2019-04-06 15:47,N,0.00,UAH
41789,Киев,ул. Леся Курбаса 6,Timeout,2019-04-06 15:45,2019-04-06 15:47,N,0.00,UAH
41790,Одесса,ул. Люстдорфская дорога 140/1,NewUser,2019-04-06 15:47,2019-04-06 15:49,N,0.00,UAH
41791,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 15:48,2019-04-06 15:49,N,0.00,UAH
41792,Киев,Харьковское шоссе 19,NewUser,2019-04-06 15:48,2019-04-06 15:50,N,0.00,UAH
41793,Киев,ул. Радужная 8,Timeout,2019-04-06 15:49,2019-04-06 15:50,N,0.00,UAH
41794,Южный,ул. Химиков 29,Timeout,2019-04-06 15:52,2019-04-06 15:54,N,0.00,UAH
41795,Киев,ул. Леся Курбаса 6,Timeout,2019-04-06 15:53,2019-04-06 15:54,N,0.00,UAH
41796,Киев,ул. Радужная 8,Timeout,2019-04-06 15:52,2019-04-06 15:55,N,0.00,UAH
41797,Киев,Харьковское шоссе 19,Timeout,2019-04-06 15:52,2019-04-06 15:53,N,0.00,UAH
41798,Киев,пр. Минский 4,Timeout,2019-04-06 15:56,2019-04-06 15:58,N,0.00,UAH
41799,Одесса,ул. Заболотного 24,NewUser,2019-04-06 15:59,2019-04-06 15:59,N,0.00,UAH
41800,Киев,ул. Глушкова 13б,Timeout,2019-04-06 15:59,2019-04-06 16:00,N,0.00,UAH
41801,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-06 15:59,2019-04-06 16:00,N,0.00,UAH
41802,Киев,ул. Драйзера 8,Timeout,2019-04-06 16:00,2019-04-06 16:02,N,0.00,UAH
41803,Киев,ул. Петра Калнышевского 2,NewUser,2019-04-06 16:02,2019-04-06 16:02,N,0.00,UAH
41804,Одесса,ул. Заболотного 24,NewUser,2019-04-06 15:59,2019-04-06 16:02,N,0.00,UAH
41805,Одесса,ул. Заболотного 24,NewUser,2019-04-06 16:02,2019-04-06 16:03,N,0.00,UAH
41806,Киев,ул. Здолбуновская 17,Timeout,2019-04-06 16:05,2019-04-06 16:06,N,0.00,UAH
41807,Киев,ул. Глушкова 13б,NewUser,2019-04-06 16:06,2019-04-06 16:06,N,0.00,UAH
41808,Николаев,ул. Лазурная 17,Timeout,2019-04-06 16:04,2019-04-06 16:06,N,0.00,UAH
41809,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 16:02,2019-04-06 16:07,N,0.00,UAH
41810,Киев,пр. Правды 66,Timeout,2019-04-06 16:06,2019-04-06 16:07,N,0.00,UAH
41811,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-06 16:07,2019-04-06 16:08,N,0.00,UAH
41812,Киев,пр. Броварской 17,NewUser,2019-04-06 16:07,2019-04-06 16:09,N,0.00,UAH
41813,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-06 16:08,2019-04-06 16:08,N,0.00,UAH
41814,Борисполь,"ул. Киевский шлях 2/6, Аэромолл",Timeout,2019-04-06 16:07,2019-04-06 16:09,N,0.00,UAH
41815,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-06 16:07,2019-04-06 16:09,N,0.00,UAH
41816,Киев,пр. Броварской 17,NewUser,2019-04-06 16:09,2019-04-06 16:09,N,0.00,UAH
41817,Киев,ул. Ярославская 55,Timeout,2019-04-06 16:08,2019-04-06 16:11,Y,388.00,UAH
41818,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-06 16:10,2019-04-06 16:11,N,0.00,UAH
41819,Черноморск,пр. Мира 35,NewUser,2019-04-06 16:10,2019-04-06 16:12,N,0.00,UAH
41820,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-06 16:10,2019-04-06 16:12,N,0.00,UAH
41821,Киев,ул. Героев Сталинграда 8,NewUser,2019-04-06 16:08,2019-04-06 16:11,N,0.00,UAH
41822,Киев,ул. Леся Курбаса 6,NewUser,2019-04-06 16:17,2019-04-06 16:17,N,0.00,UAH
41823,Одесса,ул. Малиновского 51,Timeout,2019-04-06 16:16,2019-04-06 16:17,N,0.00,UAH
41824,Киев,Харьковское шоссе 19,Timeout,2019-04-06 16:15,2019-04-06 16:17,N,0.00,UAH
41825,Киев,ул. Борщаговская 154,Timeout,2019-04-06 16:11,2019-04-06 16:19,N,0.00,UAH
41826,Одесса,ул. Люстдорфская дорога 140/1,Timeout,2019-04-06 16:17,2019-04-06 16:19,N,0.00,UAH
41827,Киев,ул. Радужная 8,NewUser,2019-04-06 16:19,2019-04-06 16:19,N,0.00,UAH
41828,Киев,ул. Глушкова 13б,NewUser,2019-04-06 16:20,2019-04-06 16:20,N,0.00,UAH
41829,Николаев,ул. Лазурная 17,Timeout,2019-04-06 16:18,2019-04-06 16:20,N,0.00,UAH
41830,Киев,ул. Глушкова 13б,NewUser,2019-04-06 16:20,2019-04-06 16:20,Y,372.00,UAH
41831,Одесса,пр. Шевченко 4д,Timeout,2019-04-06 16:19,2019-04-06 16:20,N,0.00,UAH
41832,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-06 16:19,2019-04-06 16:22,N,0.00,UAH
41833,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-06 16:21,2019-04-06 16:22,N,0.00,UAH
41834,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 16:19,2019-04-06 16:20,N,0.00,UAH
41835,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 16:21,2019-04-06 16:23,N,0.00,UAH
41836,Киев,ул. Драйзера 8,Timeout,2019-04-06 16:21,2019-04-06 16:25,N,0.00,UAH
41837,Киев,"ул. Берковецкая 6, Ашан",Timeout,2019-04-06 16:24,2019-04-06 16:25,N,0.00,UAH
41838,Виноградов,ул. Ивана Франко 135е,Timeout,2019-04-06 16:24,2019-04-06 16:26,N,0.00,UAH
41839,Киев,Харьковское шоссе 19,Timeout,2019-04-06 16:17,2019-04-06 16:22,N,0.00,UAH
41840,Одесса,пр. Шевченко 4д,Timeout,2019-04-06 16:24,2019-04-06 16:27,N,0.00,UAH
41841,Киев,ул. Борщаговская 154,NewUser,2019-04-06 16:28,2019-04-06 16:29,N,0.00,UAH
41842,Одесса,пр. Глушко 26,Timeout,2019-04-06 16:27,2019-04-06 16:29,N,0.00,UAH
41843,Киев,Харьковское шоссе 19,NewUser,2019-04-06 16:26,2019-04-06 16:29,N,0.00,UAH
41844,Киев,пр. Победы 94,Timeout,2019-04-06 16:28,2019-04-06 16:30,N,0.00,UAH
41845,Киев,ул. Борщаговская 154,NewUser,2019-04-06 16:30,2019-04-06 16:30,N,0.00,UAH
41846,Южный,ул. Химиков 29,NewUser,2019-04-06 16:31,2019-04-06 16:31,N,0.00,UAH
41847,Ужгород,ул. Гагарина 38,Timeout,2019-04-06 16:21,2019-04-06 16:31,N,0.00,UAH
41848,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-06 16:30,2019-04-06 16:31,N,0.00,UAH
41849,Южный,ул. Химиков 29,NewUser,2019-04-06 16:31,2019-04-06 16:32,N,0.00,UAH
41850,Киев,ул. Драйзера 8,Timeout,2019-04-06 16:31,2019-04-06 16:32,N,0.00,UAH
41851,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 16:33,2019-04-06 16:34,N,0.00,UAH
41852,Вышгород,ул. Набережная 11,Timeout,2019-04-06 16:33,2019-04-06 16:34,N,0.00,UAH
41853,Киев,ул. Здолбуновская 17,Timeout,2019-04-06 16:33,2019-04-06 16:35,N,0.00,UAH
41854,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",NewUser,2019-04-06 16:33,2019-04-06 16:34,N,0.00,UAH
41855,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",NewUser,2019-04-06 16:34,2019-04-06 16:35,N,0.00,UAH
41856,Киев,ул. Петра Калнышевского 2,Timeout,2019-04-06 16:34,2019-04-06 16:36,N,0.00,UAH
41857,Киев,Харьковское шоссе 19,Timeout,2019-04-06 16:33,2019-04-06 16:35,N,0.00,UAH
41858,Южный,ул. Химиков 29,NewUser,2019-04-06 16:32,2019-04-06 16:36,N,0.00,UAH
41859,Киев,ул. Радужная 8,Timeout,2019-04-06 16:34,2019-04-06 16:37,N,0.00,UAH
41860,Измаил,пр. Суворова 181,Timeout,2019-04-06 16:35,2019-04-06 16:37,N,0.00,UAH
41861,Киев,пр. Броварской 17,NewUser,2019-04-06 16:35,2019-04-06 16:37,N,0.00,UAH
41862,Киев,ул. Семьи Cосниных 17,NewUser,2019-04-06 16:37,2019-04-06 16:38,N,0.00,UAH
41863,Киев,ул. Ярославская 55,NewUser,2019-04-06 16:38,2019-04-06 16:38,N,0.00,UAH
41864,Киев,ул. Здолбуновская 17,NewUser,2019-04-06 16:36,2019-04-06 16:39,N,0.00,UAH
41865,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 16:39,2019-04-06 16:39,N,0.00,UAH
41866,Киев,ул. Радужная 8,Timeout,2019-04-06 16:37,2019-04-06 16:39,N,0.00,UAH
41867,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 16:39,2019-04-06 16:40,N,0.00,UAH
41868,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-06 16:39,2019-04-06 16:41,N,0.00,UAH
41869,Киев,ул. Здолбуновская 17,NewUser,2019-04-06 16:40,2019-04-06 16:42,N,0.00,UAH
41870,Одесса,пр. Шевченко 4д,NewUser,2019-04-06 16:41,2019-04-06 16:43,Y,85.00,UAH
41871,Киев,пр. Правды 66,Timeout,2019-04-06 16:39,2019-04-06 16:42,N,0.00,UAH
41872,Киев,ул. Борщаговская 154,Timeout,2019-04-06 16:41,2019-04-06 16:43,N,0.00,UAH
41873,Киев,ул. Здолбуновская 17,NewUser,2019-04-06 16:42,2019-04-06 16:44,N,0.00,UAH
41874,Николаев,ул. Лазурная 17,Timeout,2019-04-06 16:42,2019-04-06 16:44,N,0.00,UAH
41875,Киев,Харьковское шоссе 19,Timeout,2019-04-06 16:42,2019-04-06 16:44,N,0.00,UAH
41876,Киев,ул. Здолбуновская 17,NewUser,2019-04-06 16:44,2019-04-06 16:44,N,0.00,UAH
41877,Черноморск,пр. Мира 35,NewUser,2019-04-06 16:40,2019-04-06 16:44,N,0.00,UAH
41878,Киев,ул. Леся Курбаса 6,NewUser,2019-04-06 16:44,2019-04-06 16:45,N,0.00,UAH
41879,Киев,ул. Леся Курбаса 6,NewUser,2019-04-06 16:45,2019-04-06 16:45,N,0.00,UAH
41880,Киев,ул. Здолбуновская 17,NewUser,2019-04-06 16:44,2019-04-06 16:45,N,0.00,UAH
41881,Киев,"ул. Заболотного 37, Art Mall",Timeout,2019-04-06 16:40,2019-04-06 16:45,N,0.00,UAH
41882,Киев,"ул. Заболотного 37, Art Mall",NewUser,2019-04-06 16:46,2019-04-06 16:47,N,0.00,UAH
41883,Киев,пр. Победы 94,Timeout,2019-04-06 16:45,2019-04-06 16:47,N,0.00,UAH
41884,Черноморск,пр. Мира 35,Timeout,2019-04-06 16:46,2019-04-06 16:47,N,0.00,UAH
41885,Киев,"ул. Берковецкая 6, Ашан",NewUser,2019-04-06 16:48,2019-04-06 16:49,N,0.00,UAH
41886,Южный,ул. Химиков 29,Timeout,2019-04-06 16:47,2019-04-06 16:48,N,0.00,UAH
41887,Южный,ул. Химиков 29,Timeout,2019-04-06 16:48,2019-04-06 16:50,N,0.00,UAH
41888,Киев,"ул. Заболотного 37, Art Mall",NewUser,2019-04-06 16:47,2019-04-06 16:50,N,0.00,UAH
41889,Измаил,пр. Суворова 181,NewUser,2019-04-06 16:49,2019-04-06 16:50,N,0.00,UAH
41890,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",Timeout,2019-04-06 16:48,2019-04-06 16:50,N,0.00,UAH
41891,Киев,пр. Победы 94,Timeout,2019-04-06 16:49,2019-04-06 16:50,N,0.00,UAH
41892,Киев,"ул. Берковецкая 6, Ашан",NewUser,2019-04-06 16:49,2019-04-06 16:50,N,0.00,UAH
41893,Одесса,ул. Заболотного 24,Timeout,2019-04-06 16:48,2019-04-06 16:50,N,0.00,UAH
41894,Вышгород,ул. Набережная 11,NewUser,2019-04-06 16:51,2019-04-06 16:53,N,0.00,UAH
41895,Киев,"ул. Заболотного 37, Art Mall",Timeout,2019-04-06 16:53,2019-04-06 16:54,N,0.00,UAH
41896,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 16:46,2019-04-06 16:54,N,0.00,UAH
41897,Киев,ул. Здолбуновская 17,NewUser,2019-04-06 16:55,2019-04-06 16:56,N,0.00,UAH
41898,Киев,ул. Здолбуновская 17,NewUser,2019-04-06 16:56,2019-04-06 16:58,N,0.00,UAH
41899,Южный,ул. Химиков 29,NewUser,2019-04-06 16:57,2019-04-06 16:59,N,0.00,UAH
41900,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 16:57,2019-04-06 16:59,N,0.00,UAH
41901,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 16:58,2019-04-06 16:59,N,0.00,UAH
41902,Киев,ул. Евгения Коновальца 26а,Timeout,2019-04-06 17:00,2019-04-06 17:01,N,0.00,UAH
41903,Киев,пр. Минский 4,Timeout,2019-04-06 17:00,2019-04-06 17:01,N,0.00,UAH
41904,Одесса,пр. Шевченко 4д,NewUser,2019-04-06 17:03,2019-04-06 17:05,N,0.00,UAH
41905,Киев,ул. Петра Калнышевского 2,NewUser,2019-04-06 17:05,2019-04-06 17:05,N,0.00,UAH
41906,Киев,ул. Глушкова 13б,Timeout,2019-04-06 17:04,2019-04-06 17:06,N,0.00,UAH
41907,Киев,ул. Петра Калнышевского 2,NewUser,2019-04-06 17:06,2019-04-06 17:06,N,0.00,UAH
41908,Киев,ул. Шептицкого 4,NewUser,2019-04-06 17:05,2019-04-06 17:06,N,0.00,UAH
41909,Киев,пр. Правды 66,Timeout,2019-04-06 17:03,2019-04-06 17:06,N,0.00,UAH
41910,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 17:05,2019-04-06 17:08,N,0.00,UAH
41911,Киев,ул. Гната Хоткевича 1,Timeout,2019-04-06 17:07,2019-04-06 17:08,N,0.00,UAH
41912,Мукачево,ул. Лавкивськая 1е,NewUser,2019-04-06 17:07,2019-04-06 17:09,N,0.00,UAH
41913,Мукачево,ул. Лавкивськая 1е,Timeout,2019-04-06 17:09,2019-04-06 17:11,N,0.00,UAH
41914,Киев,ул. Шептицкого 4,NewUser,2019-04-06 17:10,2019-04-06 17:11,N,0.00,UAH
41915,Одесса,пр. Глушко 26,NewUser,2019-04-06 17:11,2019-04-06 17:12,N,0.00,UAH
41916,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 17:12,2019-04-06 17:13,N,0.00,UAH
41917,Киев,"ул. Вербицкого 30, Фуршет",NewUser,2019-04-06 17:13,2019-04-06 17:14,N,0.00,UAH
41918,Одесса,"Новониколаевская дорога 1, Суворовский, Таврия В",NewUser,2019-04-06 17:10,2019-04-06 17:15,Y,276.00,UAH
41919,Киев,"ул. Вербицкого 30, Фуршет",Timeout,2019-04-06 17:14,2019-04-06 17:16,N,0.00,UAH
41920,Киев,ул. Семьи Cосниных 17,Timeout,2019-04-06 17:15,2019-04-06 17:16,N,0.00,UAH
41921,Вышгород,ул. Набережная 11,Timeout,2019-04-06 17:15,2019-04-06 17:16,N,0.00,UAH
41922,Киев,пр. Победы 94,Timeout,2019-04-06 17:15,2019-04-06 17:16,N,0.00,UAH
